stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,Colorado,1,State,0,1990,1,Annual,0,0,0,2018,1763683,1671823,91860,5.2
CO,Colorado,8,Colorado,1,State,0,1990,1,Annual,0,1,1,2018,1763139,1671092,92047,5.2
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,1,0,0,2018,1720391,1614055,106336,6.2
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,1,1,1,2018,1736587,1643233,93354,5.4
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,2,0,0,2018,1722103,1620326,101777,5.9
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,2,1,1,2018,1742520,1649883,92637,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,3,0,0,2018,1725274,1625399,99875,5.8
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,3,1,1,2018,1748100,1655884,92216,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,4,0,0,2018,1723658,1633444,90214,5.2
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,4,1,1,2018,1753317,1661077,92240,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,5,0,0,2018,1742796,1654149,88647,5.1
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,5,1,1,2018,1758442,1665862,92580,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,6,0,0,2018,1789697,1692156,97541,5.5
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,6,1,1,2018,1763323,1670386,92937,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,7,0,0,2018,1800203,1709594,90609,5
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,7,1,1,2018,1768034,1675050,92984,5.3
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,8,0,0,2018,1796504,1710442,86062,4.8
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,8,1,1,2018,1772470,1679890,92580,5.2
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,9,0,0,2018,1793905,1707931,85974,4.8
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,9,1,1,2018,1776112,1684219,91893,5.2
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,10,0,0,2018,1794095,1711763,82332,4.6
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,10,1,1,2018,1778443,1687317,91126,5.1
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,11,0,0,2018,1778823,1692286,86537,4.9
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,11,1,1,2018,1779758,1689400,90358,5.1
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,12,0,0,2018,1776744,1690326,86418,4.9
CO,Colorado,8,Colorado,1,State,0,1990,3,Monthly,12,1,1,2018,1780570,1690906,89664,5
CO,Colorado,8,Colorado,1,State,0,1991,1,Annual,0,0,0,2018,1794287,1700069,94218,5.3
CO,Colorado,8,Colorado,1,State,0,1991,1,Annual,0,1,1,2018,1794826,1700644,94182,5.2
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,1,0,0,2018,1758805,1656223,102582,5.8
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,1,1,1,2018,1781282,1692047,89235,5
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,2,0,0,2018,1759287,1659223,100064,5.7
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,2,1,1,2018,1782769,1693527,89242,5
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,3,0,0,2018,1757982,1659818,98164,5.6
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,3,1,1,2018,1785107,1695439,89668,5
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,4,0,0,2018,1769597,1683573,86024,4.9
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,4,1,1,2018,1788000,1697598,90402,5.1
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,5,0,0,2018,1770112,1683072,87040,4.9
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,5,1,1,2018,1791139,1699798,91341,5.1
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,6,0,0,2018,1823472,1724485,98987,5.4
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,6,1,1,2018,1794282,1701828,92454,5.2
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,7,0,0,2018,1831486,1738347,93139,5.1
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,7,1,1,2018,1796970,1703204,93766,5.2
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,8,0,0,2018,1817767,1728977,88790,4.9
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,8,1,1,2018,1799120,1703810,95310,5.3
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,9,0,0,2018,1820937,1731173,89764,4.9
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,9,1,1,2018,1801088,1704113,96975,5.4
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,10,0,0,2018,1817976,1728125,89851,4.9
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,10,1,1,2018,1803233,1704480,98753,5.5
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,11,0,0,2018,1805403,1708915,96488,5.3
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,11,1,1,2018,1805848,1705244,100604,5.6
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,12,0,0,2018,1798617,1698899,99718,5.5
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,12,1,1,2018,1809074,1706642,102432,5.7
CO,Colorado,8,Colorado,1,State,0,1992,1,Annual,0,0,0,2018,1845245,1734715,110530,6
CO,Colorado,8,Colorado,1,State,0,1992,1,Annual,0,1,1,2018,1845280,1734690,110590,6
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,1,0,0,2018,1794684,1677945,116739,6.5
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,1,1,1,2018,1813198,1708966,104232,5.7
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,2,0,0,2018,1795456,1680289,115167,6.4
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,2,1,1,2018,1818204,1712185,106019,5.8
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,3,0,0,2018,1803836,1686540,117296,6.5
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,3,1,1,2018,1824185,1716425,107760,5.9
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,4,0,0,2018,1806751,1702603,104148,5.8
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,4,1,1,2018,1830759,1721352,109407,6
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,5,0,0,2018,1818491,1711539,106952,5.9
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,5,1,1,2018,1837040,1726257,110783,6
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,6,0,0,2018,1869333,1748902,120431,6.4
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,6,1,1,2018,1842573,1730915,111658,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,7,0,0,2018,1883065,1771104,111961,5.9
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,7,1,1,2018,1847602,1735518,112084,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,8,0,0,2018,1876664,1769548,107116,5.7
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,8,1,1,2018,1852686,1740392,112294,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,9,0,0,2018,1871022,1765961,105061,5.6
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,9,1,1,2018,1858395,1745804,112591,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,10,0,0,2018,1874483,1772463,102020,5.4
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,10,1,1,2018,1865239,1752186,113053,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,11,0,0,2018,1870808,1763209,107599,5.8
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,11,1,1,2018,1872826,1759315,113511,6.1
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,12,0,0,2018,1878348,1766482,111866,6
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,12,1,1,2018,1880650,1766960,113690,6
CO,Colorado,8,Colorado,1,State,0,1993,1,Annual,0,0,0,2018,1931142,1828679,102463,5.3
CO,Colorado,8,Colorado,1,State,0,1993,1,Annual,0,1,1,2018,1931302,1828704,102598,5.3
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,1,0,0,2018,1869631,1743360,126271,6.8
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,1,1,1,2018,1888369,1775151,113218,6
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,2,0,0,2018,1879706,1757045,122661,6.5
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,2,1,1,2018,1895747,1783830,111917,5.9
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,3,0,0,2018,1881161,1764301,116860,6.2
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,3,1,1,2018,1903052,1793201,109851,5.8
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,4,0,0,2018,1880069,1777063,103006,5.5
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,4,1,1,2018,1910662,1803407,107255,5.6
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,5,0,0,2018,1902711,1802127,100584,5.3
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,5,1,1,2018,1918590,1814002,104588,5.5
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,6,0,0,2018,1953853,1843060,110793,5.7
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,6,1,1,2018,1926712,1824451,102261,5.3
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,7,0,0,2018,1968692,1868020,100672,5.1
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,7,1,1,2018,1934823,1834513,100310,5.2
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,8,0,0,2018,1968947,1875247,93700,4.8
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,8,1,1,2018,1942756,1844166,98590,5.1
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,9,0,0,2018,1959623,1869327,90296,4.6
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,9,1,1,2018,1950782,1853684,97098,5
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,10,0,0,2018,1966917,1879484,87433,4.4
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,10,1,1,2018,1959085,1863171,95914,4.9
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,11,0,0,2018,1969125,1879608,89517,4.5
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,11,1,1,2018,1967832,1872609,95223,4.8
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,12,0,0,2018,1973264,1885501,87763,4.4
CO,Colorado,8,Colorado,1,State,0,1993,3,Monthly,12,1,1,2018,1977212,1882263,94949,4.8
CO,Colorado,8,Colorado,1,State,0,1994,1,Annual,0,0,0,2018,2039525,1952999,86525,4.2
CO,Colorado,8,Colorado,1,State,0,1994,1,Annual,0,1,1,2018,2039473,1953097,86376,4.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,1,0,0,2018,1968364,1861715,106649,5.4
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,1,1,1,2018,1986872,1892138,94734,4.8
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,2,0,0,2018,1980729,1876863,103866,5.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,2,1,1,2018,1996135,1901929,94206,4.7
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,3,0,0,2018,1981009,1878557,102452,5.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,3,1,1,2018,2004611,1911414,93197,4.6
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,4,0,0,2018,1989413,1899638,89775,4.5
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,4,1,1,2018,2012651,1920993,91658,4.6
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,5,0,0,2018,2010687,1925841,84846,4.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,5,1,1,2018,2021248,1931617,89631,4.4
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,6,0,0,2018,2052322,1958047,94275,4.6
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,6,1,1,2018,2031107,1943763,87344,4.3
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,7,0,0,2018,2067339,1980649,86690,4.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,7,1,1,2018,2042303,1957208,85095,4.2
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,8,0,0,2018,2075884,1995490,80394,3.9
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,8,1,1,2018,2054339,1971234,83105,4
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,9,0,0,2018,2078423,2003468,74955,3.6
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,9,1,1,2018,2066291,1984891,81400,3.9
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,10,0,0,2018,2092594,2022180,70414,3.4
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,10,1,1,2018,2077183,1997342,79841,3.8
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,11,0,0,2018,2089808,2016353,73455,3.5
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,11,1,1,2018,2086652,2008132,78520,3.8
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,12,0,0,2018,2087725,2017191,70534,3.4
CO,Colorado,8,Colorado,1,State,0,1994,3,Monthly,12,1,1,2018,2094281,2016502,77779,3.7
CO,Colorado,8,Colorado,1,State,0,1995,1,Annual,0,0,0,2018,2124988,2039647,85341,4
CO,Colorado,8,Colorado,1,State,0,1995,1,Annual,0,1,1,2018,2125168,2039899,85269,4
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,1,0,0,2018,2078587,1988587,90000,4.3
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,1,1,1,2018,2099899,2022022,77877,3.7
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,2,0,0,2018,2086304,2001215,85089,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,2,1,1,2018,2104241,2025415,78826,3.7
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,3,0,0,2018,2090041,2003632,86409,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,3,1,1,2018,2108101,2027665,80436,3.8
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,4,0,0,2018,2096014,2014232,81782,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,4,1,1,2018,2112014,2029599,82415,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,5,0,0,2018,2098287,2016807,81480,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,5,1,1,2018,2116444,2032023,84421,4
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,6,0,0,2018,2140484,2046596,93888,4.4
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,6,1,1,2018,2121617,2035485,86132,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,7,0,0,2018,2157708,2067573,90135,4.2
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,7,1,1,2018,2127527,2040160,87367,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,8,0,0,2018,2152792,2067230,85562,4
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,8,1,1,2018,2133672,2045503,88169,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,9,0,0,2018,2151036,2068115,82921,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,9,1,1,2018,2139306,2050601,88705,4.1
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,10,0,0,2018,2158143,2078602,79541,3.7
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,10,1,1,2018,2143813,2054614,89199,4.2
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,11,0,0,2018,2149173,2064938,84235,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,11,1,1,2018,2146808,2057165,89643,4.2
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,12,0,0,2018,2141285,2058233,83052,3.9
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,12,1,1,2018,2148577,2058539,90038,4.2
CO,Colorado,8,Colorado,1,State,0,1996,1,Annual,0,0,0,2018,2154732,2063318,91414,4.2
CO,Colorado,8,Colorado,1,State,0,1996,1,Annual,0,1,1,2018,2155323,2064068,91255,4.2
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,1,0,0,2018,2127168,2024411,102757,4.8
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,1,1,1,2018,2150136,2059492,90644,4.2
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,2,0,0,2018,2135012,2037303,97709,4.6
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,2,1,1,2018,2151994,2060381,91613,4.3
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,3,0,0,2018,2137785,2039351,98434,4.6
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,3,1,1,2018,2153925,2061146,92779,4.3
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,4,0,0,2018,2136283,2046857,89426,4.2
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,4,1,1,2018,2155459,2061625,93834,4.4
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,5,0,0,2018,2145899,2053428,92471,4.3
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,5,1,1,2018,2156234,2061758,94476,4.4
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,6,0,0,2018,2181415,2076167,105248,4.8
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,6,1,1,2018,2156090,2061578,94512,4.4
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,7,0,0,2018,2181544,2084463,97081,4.5
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,7,1,1,2018,2155205,2061365,93840,4.4
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,8,0,0,2018,2167857,2079310,88547,4.1
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,8,1,1,2018,2154341,2061822,92519,4.3
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,9,0,0,2018,2164802,2079788,85014,3.9
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,9,1,1,2018,2154155,2063467,90688,4.2
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,10,0,0,2018,2168988,2088895,80093,3.7
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,10,1,1,2018,2155280,2066611,88669,4.1
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,11,0,0,2018,2156012,2073612,82400,3.8
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,11,1,1,2018,2158188,2071489,86699,4
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,12,0,0,2018,2154015,2076232,77783,3.6
CO,Colorado,8,Colorado,1,State,0,1996,3,Monthly,12,1,1,2018,2162858,2078077,84781,3.9
CO,Colorado,8,Colorado,1,State,0,1997,1,Annual,0,0,0,2018,2217552,2140797,76756,3.5
CO,Colorado,8,Colorado,1,State,0,1997,1,Annual,0,1,1,2018,2217769,2141110,76659,3.5
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,1,0,0,2018,2151495,2057678,93817,4.4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,1,1,1,2018,2168876,2086088,82788,3.8
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,2,0,0,2018,2157764,2072209,85555,4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,2,1,1,2018,2175964,2095308,80656,3.7
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,3,0,0,2018,2174460,2088383,86077,4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,3,1,1,2018,2184274,2105744,78530,3.6
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,4,0,0,2018,2174943,2102605,72338,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,4,1,1,2018,2193734,2117069,76665,3.5
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,5,0,0,2018,2189716,2118410,71306,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,5,1,1,2018,2203618,2128448,75170,3.4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,6,0,0,2018,2233796,2151079,82717,3.7
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,6,1,1,2018,2213431,2139347,74084,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,7,0,0,2018,2251062,2175427,75635,3.4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,7,1,1,2018,2223076,2149562,73514,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,8,0,0,2018,2252313,2179952,72361,3.2
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,8,1,1,2018,2232379,2158855,73524,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,9,0,0,2018,2249969,2180102,69867,3.1
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,9,1,1,2018,2241375,2167279,74096,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,10,0,0,2018,2255684,2189797,65887,2.9
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,10,1,1,2018,2250178,2174943,75235,3.3
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,11,0,0,2018,2258577,2186280,72297,3.2
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,11,1,1,2018,2258788,2181944,76844,3.4
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,12,0,0,2018,2260849,2187638,73211,3.2
CO,Colorado,8,Colorado,1,State,0,1997,3,Monthly,12,1,1,2018,2267531,2188727,78804,3.5
CO,Colorado,8,Colorado,1,State,0,1998,1,Annual,0,0,0,2018,2311582,2227846,83736,3.6
CO,Colorado,8,Colorado,1,State,0,1998,1,Annual,0,1,1,2018,2311816,2228266,83550,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,1,0,0,2018,2259647,2169491,90156,4
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,1,1,1,2018,2276334,2195479,80855,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,2,0,0,2018,2272276,2183731,88545,3.9
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,2,1,1,2018,2284933,2202173,82760,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,3,0,0,2018,2279789,2188434,91355,4
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,3,1,1,2018,2292832,2208549,84283,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,4,0,0,2018,2283520,2202482,81038,3.5
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,4,1,1,2018,2299943,2214643,85300,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,5,0,0,2018,2293962,2212419,81543,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,5,1,1,2018,2306599,2220655,85944,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,6,0,0,2018,2332086,2238195,93891,4
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,6,1,1,2018,2312795,2226493,86302,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,7,0,0,2018,2344971,2256118,88853,3.8
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,7,1,1,2018,2318246,2231971,86275,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,8,0,0,2018,2336499,2252750,83749,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,8,1,1,2018,2323028,2237294,85734,3.7
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,9,0,0,2018,2338496,2256893,81603,3.5
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,9,1,1,2018,2327226,2242633,84593,3.6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,10,0,0,2018,2338657,2262330,76327,3.3
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,10,1,1,2018,2330751,2248034,82717,3.5
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,11,0,0,2018,2329032,2252898,76134,3.3
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,11,1,1,2018,2333507,2253252,80255,3.4
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,12,0,0,2018,2330052,2258409,71643,3.1
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,12,1,1,2018,2335601,2258017,77584,3.3
CO,Colorado,8,Colorado,1,State,0,1999,1,Annual,0,0,0,2018,2344282,2272197,72085,3.1
CO,Colorado,8,Colorado,1,State,0,1999,1,Annual,0,1,1,2018,2344320,2272274,72046,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,1,0,0,2018,2326055,2241543,84512,3.6
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,1,1,1,2018,2337419,2262255,75164,3.2
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,2,0,0,2018,2327157,2248522,78635,3.4
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,2,1,1,2018,2339261,2265817,73444,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,3,0,0,2018,2326087,2249075,77012,3.3
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,3,1,1,2018,2341129,2268568,72561,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,4,0,0,2018,2325238,2256168,69070,3
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,4,1,1,2018,2342760,2270396,72364,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,5,0,0,2018,2331502,2264667,66835,2.9
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,5,1,1,2018,2343805,2271258,72547,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,6,0,0,2018,2367299,2285971,81328,3.4
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,6,1,1,2018,2344372,2271580,72792,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,7,0,0,2018,2369163,2293458,75705,3.2
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,7,1,1,2018,2344704,2271816,72888,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,8,0,0,2018,2357875,2287871,70004,3
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,8,1,1,2018,2344996,2272380,72616,3.1
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,9,0,0,2018,2350721,2282752,67969,2.9
CO,Colorado,8,Colorado,1,State,0,1999,3,Monthly,9,1,1,2018,2345577,2273693,71884,3.1
